Age,Attrition,Attrition Date,Business Travel,Department,Distance From Home,Education,Education Field,Employee Number,Gender,Job Level,Job Role,Marital Status,Monthly Income,Num Companies Worked,Over Time,Over18,Percent Salary Hike,Random Number,Stock Option Level,Survey Questions,Survey Values,Total Working Years,Training Times Last Year,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager,Daily Rate,Employee Count,Hourly Rate,Monthly Rate,Performance Rating,Standard Hours
38,No,,Frequent,Research & Development,1,Bachelor's Degree,Life Sciences,1668,Male,2,Research Scientist,Married,4735,7,Without Overtime,Y,15,30,200-500,Relationship Satisfaction,High,19,4,13,11,2,9,1189,1,90,9867,3,80
36,No,,Frequent,Research & Development,18,Master's Degree,Life Sciences,407,Male,1,Laboratory Technician,Married,3688,4,Without Overtime,Y,18,251,200-500,Relationship Satisfaction,High,4,2,1,0,0,0,566,1,81,7122,3,80
32,No,,Frequent,Research & Development,24,Master's Degree,Life Sciences,772,Male,2,Laboratory Technician,Married,5309,1,Without Overtime,Y,15,329,200-500,Relationship Satisfaction,High,10,2,10,8,4,7,430,1,80,21146,3,80
38,No,,Frequent,Research & Development,1,Bachelor's Degree,Life Sciences,1668,Male,2,Research Scientist,Married,4735,7,Without Overtime,Y,15,30,200-500,Work Life Balance,High,19,4,13,11,2,9,1189,1,90,9867,3,80
34,No,,Frequent,Research & Development,3,High School,Life Sciences,1103,Male,2,Healthcare Representative,Single,7756,0,Without Overtime,Y,17,56,None,Environment Satisfaction,Very Low,7,1,6,2,0,4,618,1,45,22266,3,80
40,No,,Frequent,Research & Development,16,Master's Degree,Medical,832,Male,2,Laboratory Technician,Single,5094,6,Without Overtime,Y,14,129,None,Environment Satisfaction,Very Low,10,6,1,0,0,0,720,1,51,11983,3,80
45,No,,Frequent,Research & Development,1,Master's Degree,Medical,1922,Male,2,Healthcare Representative,Single,5399,4,Without Overtime,Y,12,24,None,Environment Satisfaction,Low,12,3,4,2,0,3,1297,1,44,14511,3,80
40,No,,Frequent,Research & Development,16,Master's Degree,Medical,832,Male,2,Laboratory Technician,Single,5094,6,Without Overtime,Y,14,129,None,Job Involvement,Low,10,6,1,0,0,0,720,1,51,11983,3,80
34,No,,Frequent,Research & Development,2,Associates Degree,Life Sciences,1140,Male,2,Manufacturing Director,Single,4033,2,Without Overtime,Y,11,43,None,Work Life Balance,Low,5,3,3,2,0,2,1003,1,95,15834,3,80
27,No,,Frequent,Research & Development,2,Bachelor's Degree,Medical,1648,Male,1,Research Scientist,Single,2580,2,Without Overtime,Y,13,31,None,Work Life Balance,Low,6,0,4,2,1,2,591,1,87,6297,3,80
34,No,,Frequent,Research & Development,3,High School,Life Sciences,1103,Male,2,Healthcare Representative,Single,7756,0,Without Overtime,Y,17,56,None,Work Life Balance,Low,7,1,6,2,0,4,618,1,45,22266,3,80
35,No,,Frequent,Research & Development,18,Associates Degree,Life Sciences,1412,Male,3,Manufacturing Director,Single,9362,2,Without Overtime,Y,11,251,None,Environment Satisfaction,Moderate,10,2,2,2,2,2,200,1,60,19944,3,80
34,No,,Frequent,Research & Development,2,Associates Degree,Life Sciences,1140,Male,2,Manufacturing Director,Single,4033,2,Without Overtime,Y,11,43,None,Job Involvement,Moderate,5,3,3,2,0,2,1003,1,95,15834,3,80
35,No,,Frequent,Research & Development,18,Associates Degree,Life Sciences,1412,Male,3,Manufacturing Director,Single,9362,2,Without Overtime,Y,11,251,None,Job Involvement,Moderate,10,2,2,2,2,2,200,1,60,19944,3,80
27,No,,Frequent,Research & Development,2,Bachelor's Degree,Medical,1648,Male,1,Research Scientist,Single,2580,2,Without Overtime,Y,13,31,None,Job Involvement,Moderate,6,0,4,2,1,2,591,1,87,6297,3,80
34,No,,Frequent,Research & Development,3,High School,Life Sciences,1103,Male,2,Healthcare Representative,Single,7756,0,Without Overtime,Y,17,56,None,Job Involvement,Moderate,7,1,6,2,0,4,618,1,45,22266,3,80
45,No,,Frequent,Research & Development,1,Master's Degree,Medical,1922,Male,2,Healthcare Representative,Single,5399,4,Without Overtime,Y,12,24,None,Job Involvement,Moderate,12,3,4,2,0,3,1297,1,44,14511,3,80
34,No,,Frequent,Research & Development,2,Associates Degree,Life Sciences,1140,Male,2,Manufacturing Director,Single,4033,2,Without Overtime,Y,11,43,None,Job Satisfaction,Moderate,5,3,3,2,0,2,1003,1,95,15834,3,80
45,No,,Frequent,Research & Development,1,Master's Degree,Medical,1922,Male,2,Healthcare Representative,Single,5399,4,Without Overtime,Y,12,24,None,Job Satisfaction,Moderate,12,3,4,2,0,3,1297,1,44,14511,3,80
40,No,,Frequent,Research & Development,16,Master's Degree,Medical,832,Male,2,Laboratory Technician,Single,5094,6,Without Overtime,Y,14,129,None,Job Satisfaction,Moderate,10,6,1,0,0,0,720,1,51,11983,3,80
35,No,,Frequent,Research & Development,18,Associates Degree,Life Sciences,1412,Male,3,Manufacturing Director,Single,9362,2,Without Overtime,Y,11,251,None,Relationship Satisfaction,Moderate,10,2,2,2,2,2,200,1,60,19944,3,80
27,No,,Frequent,Research & Development,2,Bachelor's Degree,Medical,1648,Male,1,Research Scientist,Single,2580,2,Without Overtime,Y,13,31,None,Relationship Satisfaction,Moderate,6,0,4,2,1,2,591,1,87,6297,3,80
34,No,,Frequent,Research & Development,3,High School,Life Sciences,1103,Male,2,Healthcare Representative,Single,7756,0,Without Overtime,Y,17,56,None,Relationship Satisfaction,Moderate,7,1,6,2,0,4,618,1,45,22266,3,80
45,No,,Frequent,Research & Development,1,Master's Degree,Medical,1922,Male,2,Healthcare Representative,Single,5399,4,Without Overtime,Y,12,24,None,Relationship Satisfaction,Moderate,12,3,4,2,0,3,1297,1,44,14511,3,80
35,No,,Frequent,Research & Development,18,Associates Degree,Life Sciences,1412,Male,3,Manufacturing Director,Single,9362,2,Without Overtime,Y,11,251,None,Work Life Balance,Moderate,10,2,2,2,2,2,200,1,60,19944,3,80
45,No,,Frequent,Research & Development,1,Master's Degree,Medical,1922,Male,2,Healthcare Representative,Single,5399,4,Without Overtime,Y,12,24,None,Work Life Balance,Moderate,12,3,4,2,0,3,1297,1,44,14511,3,80
40,No,,Frequent,Research & Development,16,Master's Degree,Medical,832,Male,2,Laboratory Technician,Single,5094,6,Without Overtime,Y,14,129,None,Work Life Balance,Moderate,10,6,1,0,0,0,720,1,51,11983,3,80
34,No,,Frequent,Research & Development,2,Associates Degree,Life Sciences,1140,Male,2,Manufacturing Director,Single,4033,2,Without Overtime,Y,11,43,None,Environment Satisfaction,High,5,3,3,2,0,2,1003,1,95,15834,3,80
27,No,,Frequent,Research & Development,2,Bachelor's Degree,Medical,1648,Male,1,Research Scientist,Single,2580,2,Without Overtime,Y,13,31,None,Environment Satisfaction,High,6,0,4,2,1,2,591,1,87,6297,3,80
35,No,,Frequent,Research & Development,18,Associates Degree,Life Sciences,1412,Male,3,Manufacturing Director,Single,9362,2,Without Overtime,Y,11,251,None,Job Satisfaction,High,10,2,2,2,2,2,200,1,60,19944,3,80
27,No,,Frequent,Research & Development,2,Bachelor's Degree,Medical,1648,Male,1,Research Scientist,Single,2580,2,Without Overtime,Y,13,31,None,Job Satisfaction,High,6,0,4,2,1,2,591,1,87,6297,3,80
34,No,,Frequent,Research & Development,3,High School,Life Sciences,1103,Male,2,Healthcare Representative,Single,7756,0,Without Overtime,Y,17,56,None,Job Satisfaction,High,7,1,6,2,0,4,618,1,45,22266,3,80
34,No,,Frequent,Research & Development,2,Associates Degree,Life Sciences,1140,Male,2,Manufacturing Director,Single,4033,2,Without Overtime,Y,11,43,None,Relationship Satisfaction,High,5,3,3,2,0,2,1003,1,95,15834,3,80
40,No,,Frequent,Research & Development,16,Master's Degree,Medical,832,Male,2,Laboratory Technician,Single,5094,6,Without Overtime,Y,14,129,None,Relationship Satisfaction,High,10,6,1,0,0,0,720,1,51,11983,3,80
37,No,,Frequent,Sales,4,Master's Degree,Marketing,311,Male,1,Sales Representative,Divorced,2793,4,Without Overtime,Y,17,53,100-200,Environment Satisfaction,Very Low,13,2,9,8,5,8,319,1,41,2539,3,80
39,No,,Frequent,Sales,20,Bachelor's Degree,Life Sciences,1812,Male,2,Sales Executive,Divorced,4127,2,Without Overtime,Y,18,277,100-200,Environment Satisfaction,Moderate,7,6,2,1,2,2,766,1,83,19188,3,80
35,No,,Frequent,Sales,11,Associates Degree,Marketing,1137,Male,2,Sales Executive,Divorced,4968,1,Without Overtime,Y,11,116,100-200,Job Involvement,Moderate,5,3,5,2,0,2,1182,1,54,18500,3,80
39,No,,Frequent,Sales,20,Bachelor's Degree,Life Sciences,1812,Male,2,Sales Executive,Divorced,4127,2,Without Overtime,Y,18,277,100-200,Job Involvement,Moderate,7,6,2,1,2,2,766,1,83,19188,3,80
37,No,,Frequent,Sales,4,Master's Degree,Marketing,311,Male,1,Sales Representative,Divorced,2793,4,Without Overtime,Y,17,53,100-200,Job Involvement,Moderate,13,2,9,8,5,8,319,1,41,2539,3,80
37,No,,Frequent,Sales,4,Master's Degree,Marketing,311,Male,1,Sales Representative,Divorced,2793,4,Without Overtime,Y,17,53,100-200,Relationship Satisfaction,Moderate,13,2,9,8,5,8,319,1,41,2539,3,80
35,No,,Frequent,Sales,11,Associates Degree,Marketing,1137,Male,2,Sales Executive,Divorced,4968,1,Without Overtime,Y,11,116,100-200,Work Life Balance,Moderate,5,3,5,2,0,2,1182,1,54,18500,3,80
39,No,,Frequent,Sales,20,Bachelor's Degree,Life Sciences,1812,Male,2,Sales Executive,Divorced,4127,2,Without Overtime,Y,18,277,100-200,Work Life Balance,Moderate,7,6,2,1,2,2,766,1,83,19188,3,80
37,No,,Frequent,Sales,4,Master's Degree,Marketing,311,Male,1,Sales Representative,Divorced,2793,4,Without Overtime,Y,17,53,100-200,Work Life Balance,Moderate,13,2,9,8,5,8,319,1,41,2539,3,80
35,No,,Frequent,Sales,11,Associates Degree,Marketing,1137,Male,2,Sales Executive,Divorced,4968,1,Without Overtime,Y,11,116,100-200,Environment Satisfaction,High,5,3,5,2,0,2,1182,1,54,18500,3,80
35,No,,Frequent,Sales,11,Associates Degree,Marketing,1137,Male,2,Sales Executive,Divorced,4968,1,Without Overtime,Y,11,116,100-200,Job Satisfaction,High,5,3,5,2,0,2,1182,1,54,18500,3,80
39,No,,Frequent,Sales,20,Bachelor's Degree,Life Sciences,1812,Male,2,Sales Executive,Divorced,4127,2,Without Overtime,Y,18,277,100-200,Job Satisfaction,High,7,6,2,1,2,2,766,1,83,19188,3,80
37,No,,Frequent,Sales,4,Master's Degree,Marketing,311,Male,1,Sales Representative,Divorced,2793,4,Without Overtime,Y,17,53,100-200,Job Satisfaction,High,13,2,9,8,5,8,319,1,41,2539,3,80
35,No,,Frequent,Sales,11,Associates Degree,Marketing,1137,Male,2,Sales Executive,Divorced,4968,1,Without Overtime,Y,11,116,100-200,Relationship Satisfaction,High,5,3,5,2,0,2,1182,1,54,18500,3,80
39,No,,Frequent,Sales,20,Bachelor's Degree,Life Sciences,1812,Male,2,Sales Executive,Divorced,4127,2,Without Overtime,Y,18,277,100-200,Relationship Satisfaction,High,7,6,2,1,2,2,766,1,83,19188,3,80
37,No,,Frequent,Sales,1,Master's Degree,Medical,1700,Male,2,Sales Executive,Divorced,9525,1,Without Overtime,Y,14,24,200-500,Job Involvement,Very Low,6,2,6,3,1,3,1278,1,31,7677,3,80
37,No,,Frequent,Sales,1,Master's Degree,Medical,1700,Male,2,Sales Executive,Divorced,9525,1,Without Overtime,Y,14,24,200-500,Work Life Balance,Low,6,2,6,3,1,3,1278,1,31,7677,3,80
37,No,,Frequent,Sales,1,Master's Degree,Medical,1700,Male,2,Sales Executive,Divorced,9525,1,Without Overtime,Y,14,24,200-500,Environment Satisfaction,Moderate,6,2,6,3,1,3,1278,1,31,7677,3,80
37,No,,Frequent,Sales,1,Master's Degree,Medical,1700,Male,2,Sales Executive,Divorced,9525,1,Without Overtime,Y,14,24,200-500,Relationship Satisfaction,Moderate,6,2,6,3,1,3,1278,1,31,7677,3,80
37,No,,Frequent,Sales,1,Master's Degree,Medical,1700,Male,2,Sales Executive,Divorced,9525,1,Without Overtime,Y,14,24,200-500,Job Satisfaction,High,6,2,6,3,1,3,1278,1,31,7677,3,80
33,No,,Frequent,Sales,5,High School,Life Sciences,1395,Male,2,Sales Executive,Married,9998,6,Without Overtime,Y,13,82,None,Relationship Satisfaction,Very Low,8,2,5,4,1,2,1111,1,61,19293,3,80
51,No,,Frequent,Sales,2,Bachelor's Degree,Marketing,1391,Male,3,Sales Executive,Married,10596,2,Without Overtime,Y,11,35,None,Environment Satisfaction,Low,14,5,4,2,3,2,541,1,52,15395,3,80
33,No,,Frequent,Sales,5,High School,Life Sciences,1395,Male,2,Sales Executive,Married,9998,6,Without Overtime,Y,13,82,None,Environment Satisfaction,Low,8,2,5,4,1,2,1111,1,61,19293,3,80
49,No,,Frequent,Sales,2,Bachelor's Degree,Medical,2065,Male,2,Sales Executive,Married,5390,2,Without Overtime,Y,14,31,None,Job Involvement,Low,17,3,9,6,0,8,1023,1,63,13243,3,80
49,No,,Frequent,Sales,2,Bachelor's Degree,Medical,2065,Male,2,Sales Executive,Married,5390,2,Without Overtime,Y,14,31,None,Job Satisfaction,Low,17,3,9,6,0,8,1023,1,63,13243,3,80
51,No,,Frequent,Sales,2,Bachelor's Degree,Marketing,1391,Male,3,Sales Executive,Married,10596,2,Without Overtime,Y,11,35,None,Job Satisfaction,Low,14,5,4,2,3,2,541,1,52,15395,3,80
51,No,,Frequent,Sales,2,Bachelor's Degree,Marketing,1391,Male,3,Sales Executive,Married,10596,2,Without Overtime,Y,11,35,None,Relationship Satisfaction,Low,14,5,4,2,3,2,541,1,52,15395,3,80
49,No,,Frequent,Sales,2,Bachelor's Degree,Medical,2065,Male,2,Sales Executive,Married,5390,2,Without Overtime,Y,14,31,None,Work Life Balance,Low,17,3,9,6,0,8,1023,1,63,13243,3,80
51,No,,Frequent,Sales,2,Bachelor's Degree,Marketing,1391,Male,3,Sales Executive,Married,10596,2,Without Overtime,Y,11,35,None,Job Involvement,Moderate,14,5,4,2,3,2,541,1,52,15395,3,80
33,No,,Frequent,Sales,5,High School,Life Sciences,1395,Male,2,Sales Executive,Married,9998,6,Without Overtime,Y,13,82,None,Job Involvement,Moderate,8,2,5,4,1,2,1111,1,61,19293,3,80
51,No,,Frequent,Sales,2,Bachelor's Degree,Marketing,1391,Male,3,Sales Executive,Married,10596,2,Without Overtime,Y,11,35,None,Work Life Balance,Moderate,14,5,4,2,3,2,541,1,52,15395,3,80
49,No,,Frequent,Sales,2,Bachelor's Degree,Medical,2065,Male,2,Sales Executive,Married,5390,2,Without Overtime,Y,14,31,None,Environment Satisfaction,High,17,3,9,6,0,8,1023,1,63,13243,3,80
33,No,,Frequent,Sales,5,High School,Life Sciences,1395,Male,2,Sales Executive,Married,9998,6,Without Overtime,Y,13,82,None,Job Satisfaction,High,8,2,5,4,1,2,1111,1,61,19293,3,80
49,No,,Frequent,Sales,2,Bachelor's Degree,Medical,2065,Male,2,Sales Executive,Married,5390,2,Without Overtime,Y,14,31,None,Relationship Satisfaction,High,17,3,9,6,0,8,1023,1,63,13243,3,80
33,No,,Frequent,Sales,5,High School,Life Sciences,1395,Male,2,Sales Executive,Married,9998,6,Without Overtime,Y,13,82,None,Work Life Balance,High,8,2,5,4,1,2,1111,1,61,19293,3,80
36,No,,Frequent,Sales,3,Master's Degree,Medical,481,Male,3,Sales Executive,Married,9699,4,Without Overtime,Y,11,38,100-200,Environment Satisfaction,Very Low,16,2,13,9,1,12,541,1,48,7246,3,80
31,No,,Frequent,Sales,20,Bachelor's Degree,Life Sciences,1135,Male,1,Sales Representative,Married,2791,0,Without Overtime,Y,12,277,100-200,Relationship Satisfaction,Very Low,3,4,2,2,2,2,793,1,67,21981,3,80
36,No,,Frequent,Sales,3,Master's Degree,Medical,481,Male,3,Sales Executive,Married,9699,4,Without Overtime,Y,11,38,100-200,Relationship Satisfaction,Very Low,16,2,13,9,1,12,541,1,48,7246,3,80
32,No,,Frequent,Sales,5,Associates Degree,Life Sciences,889,Male,2,Sales Executive,Married,6524,1,Without Overtime,Y,14,82,100-200,Environment Satisfaction,Low,10,3,10,8,5,3,379,1,48,8891,3,80
43,No,,Frequent,Sales,15,Bachelor's Degree,Life Sciences,754,Male,2,Sales Executive,Married,6804,3,Without Overtime,Y,18,212,100-200,Job Involvement,Low,7,5,2,2,2,2,775,1,47,23683,3,80
36,No,,Frequent,Sales,3,Master's Degree,Medical,481,Male,3,Sales Executive,Married,9699,4,Without Overtime,Y,11,38,100-200,Job Involvement,Low,16,2,13,9,1,12,541,1,48,7246,3,80
32,No,,Frequent,Sales,5,Associates Degree,Life Sciences,889,Male,2,Sales Executive,Married,6524,1,Without Overtime,Y,14,82,100-200,Job Satisfaction,Low,10,3,10,8,5,3,379,1,48,8891,3,80
27,No,,Frequent,Sales,8,High School,Marketing,800,Male,2,Sales Executive,Married,4342,0,Without Overtime,Y,19,89,100-200,Relationship Satisfaction,Low,5,3,4,2,1,1,829,1,84,24008,3,80
31,No,,Frequent,Sales,20,Bachelor's Degree,Life Sciences,1135,Male,1,Sales Representative,Married,2791,0,Without Overtime,Y,12,277,100-200,Environment Satisfaction,Moderate,3,4,2,2,2,2,793,1,67,21981,3,80
27,No,,Frequent,Sales,8,High School,Marketing,800,Male,2,Sales Executive,Married,4342,0,Without Overtime,Y,19,89,100-200,Environment Satisfaction,Moderate,5,3,4,2,1,1,829,1,84,24008,3,80
32,No,,Frequent,Sales,5,Associates Degree,Life Sciences,889,Male,2,Sales Executive,Married,6524,1,Without Overtime,Y,14,82,100-200,Job Involvement,Moderate,10,3,10,8,5,3,379,1,48,8891,3,80
27,No,,Frequent,Sales,8,High School,Marketing,800,Male,2,Sales Executive,Married,4342,0,Without Overtime,Y,19,89,100-200,Job Involvement,Moderate,5,3,4,2,1,1,829,1,84,24008,3,80
43,No,,Frequent,Sales,15,Bachelor's Degree,Life Sciences,754,Male,2,Sales Executive,Married,6804,3,Without Overtime,Y,18,212,100-200,Relationship Satisfaction,Moderate,7,5,2,2,2,2,775,1,47,23683,3,80
32,No,,Frequent,Sales,5,Associates Degree,Life Sciences,889,Male,2,Sales Executive,Married,6524,1,Without Overtime,Y,14,82,100-200,Work Life Balance,Moderate,10,3,10,8,5,3,379,1,48,8891,3,80
31,No,,Frequent,Sales,20,Bachelor's Degree,Life Sciences,1135,Male,1,Sales Representative,Married,2791,0,Without Overtime,Y,12,277,100-200,Work Life Balance,Moderate,3,4,2,2,2,2,793,1,67,21981,3,80
43,No,,Frequent,Sales,15,Bachelor's Degree,Life Sciences,754,Male,2,Sales Executive,Married,6804,3,Without Overtime,Y,18,212,100-200,Work Life Balance,Moderate,7,5,2,2,2,2,775,1,47,23683,3,80
27,No,,Frequent,Sales,8,High School,Marketing,800,Male,2,Sales Executive,Married,4342,0,Without Overtime,Y,19,89,100-200,Work Life Balance,Moderate,5,3,4,2,1,1,829,1,84,24008,3,80
36,No,,Frequent,Sales,3,Master's Degree,Medical,481,Male,3,Sales Executive,Married,9699,4,Without Overtime,Y,11,38,100-200,Work Life Balance,Moderate,16,2,13,9,1,12,541,1,48,7246,3,80
43,No,,Frequent,Sales,15,Bachelor's Degree,Life Sciences,754,Male,2,Sales Executive,Married,6804,3,Without Overtime,Y,18,212,100-200,Environment Satisfaction,High,7,5,2,2,2,2,775,1,47,23683,3,80
31,No,,Frequent,Sales,20,Bachelor's Degree,Life Sciences,1135,Male,1,Sales Representative,Married,2791,0,Without Overtime,Y,12,277,100-200,Job Involvement,High,3,4,2,2,2,2,793,1,67,21981,3,80
31,No,,Frequent,Sales,20,Bachelor's Degree,Life Sciences,1135,Male,1,Sales Representative,Married,2791,0,Without Overtime,Y,12,277,100-200,Job Satisfaction,High,3,4,2,2,2,2,793,1,67,21981,3,80
43,No,,Frequent,Sales,15,Bachelor's Degree,Life Sciences,754,Male,2,Sales Executive,Married,6804,3,Without Overtime,Y,18,212,100-200,Job Satisfaction,High,7,5,2,2,2,2,775,1,47,23683,3,80
27,No,,Frequent,Sales,8,High School,Marketing,800,Male,2,Sales Executive,Married,4342,0,Without Overtime,Y,19,89,100-200,Job Satisfaction,High,5,3,4,2,1,1,829,1,84,24008,3,80
36,No,,Frequent,Sales,3,Master's Degree,Medical,481,Male,3,Sales Executive,Married,9699,4,Without Overtime,Y,11,38,100-200,Job Satisfaction,High,16,2,13,9,1,12,541,1,48,7246,3,80
32,No,,Frequent,Sales,5,Associates Degree,Life Sciences,889,Male,2,Sales Executive,Married,6524,1,Without Overtime,Y,14,82,100-200,Relationship Satisfaction,High,10,3,10,8,5,3,379,1,48,8891,3,80
33,No,,Frequent,Sales,7,Bachelor's Degree,Medical,1477,Male,2,Sales Executive,Married,4373,0,Without Overtime,Y,14,66,200-500,Job Satisfaction,Very Low,5,2,4,3,0,3,430,1,54,17456,3,80
33,No,,Frequent,Sales,7,Bachelor's Degree,Medical,1477,Male,2,Sales Executive,Married,4373,0,Without Overtime,Y,14,66,200-500,Relationship Satisfaction,Very Low,5,2,4,3,0,3,430,1,54,17456,3,80
24,No,,Frequent,Sales,24,Bachelor's Degree,Medical,632,Male,1,Sales Representative,Married,2400,0,Without Overtime,Y,13,185,200-500,Job Involvement,Moderate,3,3,2,2,2,1,535,1,38,5530,3,80
33,No,,Frequent,Sales,7,Bachelor's Degree,Medical,1477,Male,2,Sales Executive,Married,4373,0,Without Overtime,Y,14,66,200-500,Job Involvement,Moderate,5,2,4,3,0,3,430,1,54,17456,3,80
24,No,,Frequent,Sales,24,Bachelor's Degree,Medical,632,Male,1,Sales Representative,Married,2400,0,Without Overtime,Y,13,185,200-500,Relationship Satisfaction,Moderate,3,3,2,2,2,1,535,1,38,5530,3,80
24,No,,Frequent,Sales,24,Bachelor's Degree,Medical,632,Male,1,Sales Representative,Married,2400,0,Without Overtime,Y,13,185,200-500,Work Life Balance,Moderate,3,3,2,2,2,1,535,1,38,5530,3,80
33,No,,Frequent,Sales,7,Bachelor's Degree,Medical,1477,Male,2,Sales Executive,Married,4373,0,Without Overtime,Y,14,66,200-500,Work Life Balance,Moderate,5,2,4,3,0,3,430,1,54,17456,3,80
24,No,,Frequent,Sales,24,Bachelor's Degree,Medical,632,Male,1,Sales Representative,Married,2400,0,Without Overtime,Y,13,185,200-500,Environment Satisfaction,High,3,3,2,2,2,1,535,1,38,5530,3,80
33,No,,Frequent,Sales,7,Bachelor's Degree,Medical,1477,Male,2,Sales Executive,Married,4373,0,Without Overtime,Y,14,66,200-500,Environment Satisfaction,High,5,2,4,3,0,3,430,1,54,17456,3,80
24,No,,Frequent,Sales,24,Bachelor's Degree,Medical,632,Male,1,Sales Representative,Married,2400,0,Without Overtime,Y,13,185,200-500,Job Satisfaction,High,3,3,2,2,2,1,535,1,38,5530,3,80
40,No,,Frequent,Sales,2,Master's Degree,Medical,1212,Male,2,Sales Executive,Married,4327,5,Without Overtime,Y,12,31,More than 500,Environment Satisfaction,Low,5,2,0,0,0,0,1184,1,62,25440,3,80
40,No,,Frequent,Sales,2,Master's Degree,Medical,1212,Male,2,Sales Executive,Married,4327,5,Without Overtime,Y,12,31,More than 500,Job Satisfaction,Low,5,2,0,0,0,0,1184,1,62,25440,3,80
40,No,,Frequent,Sales,2,Master's Degree,Medical,1212,Male,2,Sales Executive,Married,4327,5,Without Overtime,Y,12,31,More than 500,Job Involvement,Moderate,5,2,0,0,0,0,1184,1,62,25440,3,80
40,No,,Frequent,Sales,2,Master's Degree,Medical,1212,Male,2,Sales Executive,Married,4327,5,Without Overtime,Y,12,31,More than 500,Work Life Balance,Moderate,5,2,0,0,0,0,1184,1,62,25440,3,80
40,No,,Frequent,Sales,2,Master's Degree,Medical,1212,Male,2,Sales Executive,Married,4327,5,Without Overtime,Y,12,31,More than 500,Relationship Satisfaction,High,5,2,0,0,0,0,1184,1,62,25440,3,80
28,No,,Frequent,Sales,7,Bachelor's Degree,Life Sciences,1507,Male,2,Sales Executive,Single,4898,0,Without Overtime,Y,14,108,None,Job Satisfaction,Very Low,5,5,4,2,1,3,467,1,55,11827,3,80
26,No,,Frequent,Sales,1,Bachelor's Degree,Medical,956,Male,2,Sales Executive,Single,4294,1,Without Overtime,Y,12,24,None,Job Satisfaction,Very Low,7,2,7,7,0,7,1283,1,52,11148,3,80
31,No,,Frequent,Sales,2,Master's Degree,Other,1613,Male,2,Sales Executive,Single,5332,7,Without Overtime,Y,13,27,None,Job Satisfaction,Very Low,10,3,5,2,0,3,715,1,54,21602,3,80
29,No,,Frequent,Sales,2,Associates Degree,Life Sciences,388,Male,2,Sales Executive,Single,4554,1,Without Overtime,Y,18,43,None,Relationship Satisfaction,Very Low,10,3,10,7,0,9,442,1,44,20260,3,80
47,No,,Frequent,Sales,4,High School,Medical,467,Male,2,Sales Representative,Single,2976,3,Without Overtime,Y,19,45,None,Relationship Satisfaction,Very Low,5,3,0,0,0,0,1309,1,99,25751,3,80
29,No,,Frequent,Sales,2,Associates Degree,Life Sciences,388,Male,2,Sales Executive,Single,4554,1,Without Overtime,Y,18,43,None,Environment Satisfaction,Low,10,3,10,7,0,9,442,1,44,20260,3,80
33,No,,Frequent,Sales,10,Bachelor's Degree,Marketing,446,Male,2,Sales Executive,Single,4682,3,Without Overtime,Y,14,107,None,Environment Satisfaction,Low,9,6,7,7,0,1,508,1,46,4317,3,80
47,No,,Frequent,Sales,4,High School,Medical,467,Male,2,Sales Representative,Single,2976,3,Without Overtime,Y,19,45,None,Environment Satisfaction,Low,5,3,0,0,0,0,1309,1,99,25751,3,80
33,No,,Frequent,Sales,10,Bachelor's Degree,Marketing,446,Male,2,Sales Executive,Single,4682,3,Without Overtime,Y,14,107,None,Job Involvement,Low,9,6,7,7,0,1,508,1,46,4317,3,80
26,No,,Frequent,Sales,1,Bachelor's Degree,Medical,956,Male,2,Sales Executive,Single,4294,1,Without Overtime,Y,12,24,None,Job Involvement,Low,7,2,7,7,0,7,1283,1,52,11148,3,80
26,No,,Frequent,Sales,1,Bachelor's Degree,Medical,956,Male,2,Sales Executive,Single,4294,1,Without Overtime,Y,12,24,None,Relationship Satisfaction,Low,7,2,7,7,0,7,1283,1,52,11148,3,80
29,No,,Frequent,Sales,2,Associates Degree,Life Sciences,388,Male,2,Sales Executive,Single,4554,1,Without Overtime,Y,18,43,None,Work Life Balance,Low,10,3,10,7,0,9,442,1,44,20260,3,80
33,No,,Frequent,Sales,10,Bachelor's Degree,Marketing,446,Male,2,Sales Executive,Single,4682,3,Without Overtime,Y,14,107,None,Work Life Balance,Low,9,6,7,7,0,1,508,1,46,4317,3,80
28,No,,Frequent,Sales,7,Bachelor's Degree,Life Sciences,1507,Male,2,Sales Executive,Single,4898,0,Without Overtime,Y,14,108,None,Environment Satisfaction,Moderate,5,5,4,2,1,3,467,1,55,11827,3,80
26,No,,Frequent,Sales,1,Bachelor's Degree,Medical,956,Male,2,Sales Executive,Single,4294,1,Without Overtime,Y,12,24,None,Environment Satisfaction,Moderate,7,2,7,7,0,7,1283,1,52,11148,3,80
29,No,,Frequent,Sales,2,Associates Degree,Life Sciences,388,Male,2,Sales Executive,Single,4554,1,Without Overtime,Y,18,43,None,Job Involvement,Moderate,10,3,10,7,0,9,442,1,44,20260,3,80
28,No,,Frequent,Sales,7,Bachelor's Degree,Life Sciences,1507,Male,2,Sales Executive,Single,4898,0,Without Overtime,Y,14,108,None,Job Involvement,Moderate,5,5,4,2,1,3,467,1,55,11827,3,80
47,No,,Frequent,Sales,4,High School,Medical,467,Male,2,Sales Representative,Single,2976,3,Without Overtime,Y,19,45,None,Job Involvement,Moderate,5,3,0,0,0,0,1309,1,99,25751,3,80
